Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Technology,Eau Claire,United States,RE-19450,Richard Eichhorn,12/27/2019,CA-2019-151589,54703,TEC-PH-10004345,Cisco SPA 502G IP Phone,Central,Consumer,Wisconsin,Phones,0.00%,$72 ,2,$240 
Technology,Detroit,United States,CA-12775,Cynthia Arntzen,12/11/2019,CA-2019-135853,48205,TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,Central,Consumer,Michigan,Accessories,0.00%,$61 ,11,$175 
Technology,Chicago,United States,SB-20185,Sarah Brown,9/20/2018,CA-2018-120411,60653,TEC-PH-10002185,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Central,Consumer,Illinois,Phones,20.00%,$3 ,2,$11 
Technology,Houston,United States,JE-15715,Joe Elijah,10/23/2019,CA-2019-110877,77041,TEC-PH-10002103,Jabra SPEAK 410,Central,Consumer,Texas,Phones,20.00%,$15 ,2,$150 
Technology,Allen,United States,AW-10840,Anthony Witt,11/29/2019,CA-2019-129112,75002,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Central,Consumer,Texas,Accessories,20.00%,$0 ,3,$21 
Technology,El Paso,United States,MC-18100,Mick Crebagga,12/15/2018,CA-2018-101602,79907,TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Central,Consumer,Texas,Phones,20.00%,($9),3,$41 
Technology,El Paso,United States,MN-17935,Michael Nguyen,7/11/2018,CA-2018-123225,79907,TEC-PH-10000895,Polycom VVX 310 VoIP phone,Central,Consumer,Texas,Phones,20.00%,$43 ,4,$576 
Technology,New York City,United States,AG-10270,Alejandro Grove,7/23/2018,CA-2018-103058,10011,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,East,Consumer,New York,Accessories,0.00%,$8 ,2,$100 
Technology,Lowell,United States,AA-10645,Anna Andreadi,12/1/2018,CA-2018-143210,1852,TEC-PH-10004434,Cisco IP Phone 7961G VoIP phone - Dark gray,East,Consumer,Massachusetts,Phones,0.00%,$79 ,2,$272 
Technology,New York City,United States,LC-16885,Lena Creighton,6/16/2019,US-2019-163825,10009,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,East,Consumer,New York,Phones,0.00%,$33 ,2,$134 
Technology,New York City,United States,NP-18325,Naresj Patel,8/9/2019,CA-2019-131338,10024,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,East,Consumer,New York,Phones,0.00%,$89 ,2,$308 
Technology,Everett,United States,TC-21295,Toby Carlisle,10/14/2018,CA-2018-151330,2149,TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,East,Consumer,Massachusetts,Accessories,0.00%,$30 ,3,$177 
Technology,New York City,United States,EN-13780,Edward Nazzal,5/30/2019,CA-2019-103177,10009,TEC-PH-10001527,Plantronics MX500i Earset,East,Consumer,New York,Phones,0.00%,$4 ,3,$129 
Technology,New York City,United States,EN-13780,Edward Nazzal,5/30/2019,CA-2019-103177,10009,TEC-PH-10001795,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,East,Consumer,New York,Phones,0.00%,$2 ,3,$240 
Technology,New York City,United States,TB-21280,Toby Braunhardt,6/21/2018,CA-2018-130624,10024,TEC-PH-10003963,GE 2-Jack Phone Line Splitter,East,Consumer,New York,Phones,0.00%,$161 ,3,$618 
Technology,Niagara Falls,United States,JK-15205,Jamie Kunitz,7/11/2018,CA-2018-166555,14304,TEC-PH-10004912,Cisco SPA112 2 Port Phone Adapter,East,Consumer,New York,Phones,0.00%,$48 ,3,$165 
Technology,New York City,United States,NP-18325,Naresj Patel,8/9/2019,CA-2019-131338,10024,TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,East,Consumer,New York,Accessories,0.00%,$35 ,4,$248 
Technology,New York City,United States,MW-18220,Mitch Webber,9/20/2018,CA-2018-125997,10011,TEC-PH-10003484,Ooma Telo VoIP Home Phone System,East,Consumer,New York,Phones,0.00%,$157 ,5,$630 
Technology,New York City,United States,NP-18325,Naresj Patel,8/9/2019,CA-2019-131338,10024,TEC-PH-10000984,Panasonic KX-TG9471B,East,Consumer,New York,Phones,0.00%,$274 ,5,$980 
Technology,New York City,United States,AH-10210,Alan Hwang,12/7/2019,CA-2019-165050,10024,TEC-PH-10001336,Digium D40 VoIP phone,East,Consumer,New York,Phones,0.00%,$224 ,6,$774 
Technology,New York City,United States,MW-18220,Mitch Webber,9/20/2018,CA-2018-125997,10011,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,Consumer,New York,Phones,0.00%,$661 ,9,"$1,350 "
Technology,Philadelphia,United States,RD-19900,Ruben Dartt,11/19/2018,US-2018-149034,19120,TEC-AC-10003023,Logitech G105 Gaming Keyboard,East,Consumer,Pennsylvania,Accessories,20.00%,($1),1,$47 
Technology,New York City,United States,EP-13915,Emily Phan,7/6/2018,CA-2018-134278,10011,TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,East,Consumer,New York,Copiers,20.00%,$175 ,1,$560 
Technology,Cincinnati,United States,MB-17305,Maria Bertelson,10/5/2019,CA-2019-145828,45231,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,East,Consumer,Ohio,Accessories,20.00%,($5),3,$53 
Technology,Philadelphia,United States,FO-14305,Frank Olsen,9/22/2019,US-2019-115343,19143,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,East,Consumer,Pennsylvania,Accessories,20.00%,($8),3,$618 
Technology,Newark,United States,NF-18385,Natalie Fritzler,12/15/2019,CA-2019-147830,43055,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,East,Consumer,Ohio,Accessories,20.00%,$608 ,6,"$2,025 "
Technology,Newark,United States,NF-18385,Natalie Fritzler,12/15/2019,CA-2019-147830,43055,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,East,Consumer,Ohio,Phones,40.00%,($17),2,$102 
Technology,Philadelphia,United States,KT-16480,Kean Thornton,5/8/2018,CA-2018-116666,19134,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,East,Consumer,Pennsylvania,Copiers,40.00%,$240 ,5,"$1,800 "
Technology,Newark,United States,NF-18385,Natalie Fritzler,12/15/2019,CA-2019-147830,43055,TEC-MA-10000418,Cubify CubeX 3D Printer Double Head Print,East,Consumer,Ohio,Machines,70.00%,"($2,640)",2,"$1,800 "
Technology,Waynesboro,United States,LL-16840,Lauren Leatherbury,4/16/2019,CA-2019-137974,22980,TEC-PH-10002033,Konftel 250 Conference phone - Charcoal black,South,Consumer,Virginia,Phones,0.00%,$148 ,2,$570 
Technology,Roswell,United States,EH-13990,Erica Hackney,1/15/2018,CA-2018-103366,30076,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,South,Consumer,Georgia,Accessories,0.00%,$66 ,5,$150 
Technology,Monroe,United States,KW-16570,Kelly Williams,4/18/2019,CA-2019-102722,71203,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,South,Consumer,Louisiana,Accessories,0.00%,$42 ,6,$107 
Technology,Woodstock,United States,LL-16840,Lauren Leatherbury,8/12/2018,CA-2018-153927,30188,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Consumer,Georgia,Accessories,0.00%,$98 ,13,$273 
Technology,Tampa,United States,AC-10450,Amy Cox,6/15/2019,US-2019-106495,33614,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,South,Consumer,Florida,Accessories,20.00%,($1),1,$12 
Technology,Jacksonville,United States,LS-17245,Lynn Smith,12/21/2019,CA-2019-165414,28540,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,South,Consumer,North Carolina,Phones,20.00%,$5 ,3,$48 
Technology,Hialeah,United States,BH-11710,Brosina Hoffman,11/22/2019,CA-2019-149300,33012,TEC-MA-10000423,Texas Instruments TI-34 Scientific Calculator,South,Consumer,Florida,Machines,50.00%,($2),3,$33 
Technology,Los Angeles,United States,SC-20095,Sanjit Chand,11/23/2018,US-2018-157385,90004,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,West,Consumer,California,Accessories,0.00%,$6 ,1,$30 
Technology,Temecula,United States,RD-19585,Rob Dowd,12/13/2019,CA-2019-157770,92592,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,Consumer,California,Accessories,0.00%,$15 ,1,$36 
Technology,Pomona,United States,KH-16510,Keith Herrera,10/5/2018,CA-2018-152233,91767,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,West,Consumer,California,Accessories,0.00%,$35 ,2,$100 
Technology,Los Angeles,United States,SS-20410,Shahid Shariari,11/15/2018,CA-2018-127558,90008,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,West,Consumer,California,Accessories,0.00%,$147 ,3,$772 
Technology,San Francisco,United States,LC-16870,Lena Cacioppo,5/3/2019,CA-2019-150770,94109,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,West,Consumer,California,Accessories,0.00%,$122 ,4,$340 
Technology,Temecula,United States,RD-19585,Rob Dowd,12/13/2019,CA-2019-157770,92592,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,West,Consumer,California,Accessories,0.00%,$27 ,5,$249 
Technology,Los Angeles,United States,KD-16270,Karen Daniels,12/12/2019,CA-2019-110870,90032,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,West,Consumer,California,Accessories,0.00%,$129 ,6,$300 
Technology,San Francisco,United States,SG-20470,Sheri Gordon,11/28/2018,CA-2018-159800,94109,TEC-AC-10003447,Micropad Numeric Keypads,West,Consumer,California,Accessories,0.00%,$35 ,7,$140 
Technology,Thousand Oaks,United States,RD-19900,Ruben Dartt,3/22/2019,CA-2019-163440,91360,TEC-PH-10000376,Square Credit Card Reader,West,Consumer,California,Phones,20.00%,$1 ,2,$16 
Technology,Portland,United States,EM-13960,Eric Murdock,10/1/2019,CA-2019-156566,97206,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,West,Consumer,Oregon,Phones,20.00%,$50 ,2,$573 
Technology,Tucson,United States,CT-11995,Carol Triggs,12/20/2018,CA-2018-138681,85705,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,West,Consumer,Arizona,Accessories,20.00%,$22 ,3,$72 
Technology,Hillsboro,United States,CK-12205,Chloris Kastensmidt,10/2/2019,US-2019-144771,97123,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,Consumer,Oregon,Accessories,20.00%,($5),3,$53 
Technology,Temecula,United States,RD-19585,Rob Dowd,12/13/2019,CA-2019-157770,92592,TEC-PH-10001530,Plantronics Voyager Pro Legend,West,Consumer,California,Phones,20.00%,$49 ,3,$494 
Technology,Los Angeles,United States,HM-14980,Henry MacAllister,10/2/2019,CA-2019-129917,90008,TEC-PH-10000369,HTC One Mini,West,Consumer,California,Phones,20.00%,$50 ,5,$504 
Technology,San Francisco,United States,AI-10855,Arianne Irving,4/28/2018,CA-2018-131387,94122,TEC-PH-10001459,Samsung Galaxy Mega 6.3,West,Consumer,California,Phones,20.00%,$126 ,5,"$1,680 "
Technology,Aurora,United States,JM-16195,Justin MacKendrick,6/20/2019,US-2019-136427,80013,TEC-PH-10002070,Griffin GC36547 PowerJolt SE Lightning Charger,West,Consumer,Colorado,Phones,20.00%,$16 ,7,$126 
Technology,Lansing,United States,NC-18340,Nat Carroll,4/4/2019,CA-2019-112452,48911,TEC-PH-10000307,Shocksock Galaxy S4 Armband,Central,Consumer,Michigan,Phones,0.00%,$0 ,1,$11 
Technology,Lansing,United States,NC-18340,Nat Carroll,4/4/2019,CA-2019-112452,48911,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Central,Consumer,Michigan,Copiers,0.00%,$210 ,2,$600 
Technology,Houston,United States,SC-20800,Stuart Calhoun,12/11/2019,CA-2019-155761,77041,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Central,Consumer,Texas,Accessories,20.00%,$36 ,2,$160 
Technology,Amarillo,United States,JE-15745,Joel Eaton,10/15/2019,CA-2019-139731,79109,TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Central,Consumer,Texas,Accessories,20.00%,$43 ,3,$264 
Technology,New York City,United States,MW-18220,Mitch Webber,12/18/2019,US-2019-137960,10035,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,East,Consumer,New York,Accessories,0.00%,$25 ,1,$166 
Technology,New York City,United States,DM-13015,Darrin Martin,9/14/2018,CA-2018-160766,10009,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,East,Consumer,New York,Phones,0.00%,$4 ,1,$17 
Technology,Long Beach,United States,JG-15160,James Galang,6/21/2018,CA-2018-141796,11561,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,East,Consumer,New York,Phones,0.00%,$352 ,3,"$1,215 "
Technology,New York City,United States,DM-13015,Darrin Martin,9/14/2018,CA-2018-160766,10009,TEC-PH-10000526,Vtech CS6719,East,Consumer,New York,Phones,0.00%,$81 ,3,$288 
Technology,New York City,United States,DM-13015,Darrin Martin,9/14/2018,CA-2018-160766,10009,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,East,Consumer,New York,Machines,0.00%,"$1,372 ",4,"$2,800 "
Technology,Utica,United States,LS-17245,Lynn Smith,11/26/2018,CA-2018-124730,13501,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,East,Consumer,New York,Phones,0.00%,$78 ,4,$280 
Technology,New York City,United States,RH-19495,Rick Hansen,7/31/2019,CA-2019-124891,10024,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,Consumer,New York,Accessories,0.00%,$762 ,7,"$2,310 "
Technology,Columbus,United States,DO-13435,Denny Ordway,10/3/2018,CA-2018-108903,43229,TEC-AC-10003023,Logitech G105 Gaming Keyboard,East,Consumer,Ohio,Accessories,20.00%,($4),3,$142 
Technology,Marion,United States,DK-13375,Dennis Kane,12/6/2019,CA-2019-131884,43302,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,East,Consumer,Ohio,Phones,40.00%,($89),2,$486 
Technology,Columbus,United States,RB-19435,Richard Bierner,10/10/2018,US-2018-105137,43229,TEC-MA-10002694,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,East,Consumer,Ohio,Machines,70.00%,($71),2,$102 
Technology,Lakeland,United States,RA-19285,Ralph Arnett,10/23/2019,CA-2019-155068,33801,TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",South,Consumer,Florida,Phones,20.00%,$1 ,2,$12 
Technology,Charlotte,United States,JG-15115,Jack Garza,10/8/2018,CA-2018-142951,28205,TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",South,Consumer,North Carolina,Accessories,20.00%,$5 ,3,$23 
Technology,Plantation,United States,DC-13285,Debra Catini,3/22/2019,CA-2019-117884,33317,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,South,Consumer,Florida,Accessories,20.00%,$90 ,7,$448 
Technology,Lakeland,United States,RA-19285,Ralph Arnett,10/23/2019,CA-2019-155068,33801,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,South,Consumer,Florida,Phones,20.00%,($13),7,$56 
Technology,Seattle,United States,RP-19390,Resi Pölking,9/13/2018,CA-2018-142769,98103,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,West,Consumer,Washington,Accessories,0.00%,$76 ,2,$200 
Technology,Seattle,United States,RP-19390,Resi Pölking,9/13/2018,CA-2018-142769,98103,TEC-AC-10000865,WD My Passport Ultra 500GB Portable External Hard Drive,West,Consumer,Washington,Accessories,0.00%,$20 ,2,$118 
Technology,San Francisco,United States,LS-17245,Lynn Smith,10/16/2018,US-2018-109456,94110,TEC-AC-10003610,Logitech Illuminated - Keyboard,West,Consumer,California,Accessories,0.00%,$86 ,3,$180 
Technology,Seattle,United States,RP-19390,Resi Pölking,9/13/2018,CA-2018-142769,98103,TEC-AC-10003399,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,Consumer,Washington,Accessories,0.00%,$61 ,4,$145 
Technology,Spokane,United States,JF-15415,Jennifer Ferguson,4/5/2019,CA-2019-102855,99207,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,West,Consumer,Washington,Accessories,0.00%,$26 ,6,$240 
Technology,Seattle,United States,KC-16540,Kelly Collister,11/2/2019,CA-2019-125416,98115,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,West,Consumer,Washington,Accessories,0.00%,$49 ,9,$448 
Technology,Redlands,United States,SG-20080,Sandra Glassco,10/31/2019,CA-2019-164882,92374,TEC-PH-10001578,Polycom SoundStation2 EX Conference phone,West,Consumer,California,Phones,20.00%,$146 ,4,"$1,296 "
Technology,Thornton,United States,TC-21295,Toby Carlisle,12/20/2018,CA-2018-140816,80229,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,West,Consumer,Colorado,Accessories,20.00%,$90 ,7,$448 
Technology,Lawrence,United States,DL-13330,Denise Leinenbach,11/21/2019,CA-2019-109337,46226,TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers,Central,Consumer,Indiana,Machines,0.00%,$23 ,2,$84 
Technology,Lawrence,United States,DL-13330,Denise Leinenbach,11/21/2019,CA-2019-109337,46226,TEC-AC-10000990,Imation Bio 2GB USB Flash Drive Imation Corp,Central,Consumer,Indiana,Accessories,0.00%,$165 ,3,$394 
Technology,Noblesville,United States,DL-12925,Daniel Lacy,10/12/2019,CA-2019-134747,46060,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Central,Consumer,Indiana,Phones,0.00%,$35 ,3,$136 
Technology,Tulsa,United States,TB-21400,Tom Boeckenhauer,9/7/2018,CA-2018-131002,74133,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Consumer,Oklahoma,Phones,0.00%,$28 ,3,$105 
Technology,Noblesville,United States,DL-12925,Daniel Lacy,10/12/2019,CA-2019-134747,46060,TEC-PH-10001750,Samsung Rugby III,Central,Consumer,Indiana,Phones,0.00%,$71 ,4,$264 
Technology,South Bend,United States,RK-19300,Ralph Kennedy,7/20/2019,CA-2019-160472,46614,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Central,Consumer,Indiana,Accessories,0.00%,$125 ,5,$831 
Technology,Saint Louis,United States,RB-19435,Richard Bierner,11/24/2018,CA-2018-167360,63116,TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Central,Consumer,Missouri,Accessories,0.00%,$44 ,7,$112 
Technology,Chicago,United States,RL-19615,Rob Lucas,7/12/2019,CA-2019-126557,60610,TEC-PH-10003505,Geemarc AmpliPOWER60,Central,Consumer,Illinois,Phones,20.00%,$17 ,2,$148 
Technology,Chicago,United States,CV-12295,Christina VanderZanden,9/2/2018,CA-2018-151792,60653,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Central,Consumer,Illinois,Accessories,20.00%,$54 ,3,$240 
Technology,Beaumont,United States,TB-21520,Tracy Blumstein,10/17/2018,CA-2018-124394,77705,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Central,Consumer,Texas,Accessories,20.00%,($18),3,$120 
Technology,Glenview,United States,PR-18880,Patrick Ryan,12/19/2019,US-2019-110261,60025,TEC-PH-10001750,Samsung Rugby III,Central,Consumer,Illinois,Phones,20.00%,$14 ,3,$158 
Technology,Chicago,United States,ME-17725,Max Engle,7/12/2018,CA-2018-124807,60610,TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Central,Consumer,Illinois,Accessories,20.00%,$3 ,4,$24 
Technology,Beaumont,United States,SC-20305,Sean Christensen,12/16/2018,CA-2018-113257,77705,TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Central,Consumer,Texas,Accessories,20.00%,$96 ,4,$320 
Technology,Chicago,United States,RL-19615,Rob Lucas,7/12/2019,CA-2019-126557,60610,TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Central,Consumer,Illinois,Phones,20.00%,$49 ,4,$659 
Technology,Dallas,United States,AH-10465,Amy Hunt,1/3/2019,CA-2019-141243,75217,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Central,Consumer,Texas,Accessories,20.00%,$85 ,5,$398 
Technology,Decatur,United States,JF-15565,Jill Fjeld,2/9/2019,US-2019-153374,62521,TEC-AC-10001908,Logitech Wireless Headset h800,Central,Consumer,Illinois,Accessories,20.00%,$90 ,6,$480 
Technology,Chicago,United States,RL-19615,Rob Lucas,7/12/2019,CA-2019-126557,60610,TEC-PH-10000526,Vtech CS6719,Central,Consumer,Illinois,Phones,20.00%,$54 ,7,$538 
Technology,San Antonio,United States,PS-18760,Pamela Stobb,5/26/2019,CA-2019-143147,78207,TEC-MA-10004679,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Central,Consumer,Texas,Machines,40.00%,($80),2,$400 
Technology,Rochester,United States,SH-20395,Shahid Hopkins,10/11/2019,CA-2019-112053,14609,TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",East,Consumer,New York,Accessories,0.00%,$2 ,1,$32 
Technology,New York City,United States,PJ-19015,Pauline Johnson,7/18/2019,CA-2019-122973,10024,TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",East,Consumer,New York,Phones,0.00%,$37 ,1,$136 
Technology,Oceanside,United States,DV-13465,Dianna Vittorini,11/9/2019,CA-2019-146486,11572,TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,East,Consumer,New York,Accessories,0.00%,$6 ,2,$14 
Technology,Wilmington,United States,PW-19240,Pierre Wener,11/23/2019,CA-2019-144274,19805,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,East,Consumer,Delaware,Phones,0.00%,$89 ,2,$308 
Technology,New York City,United States,JJ-15445,Jennifer Jackson,9/28/2019,CA-2019-120915,10035,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,East,Consumer,New York,Phones,0.00%,$89 ,2,$308 
Technology,Yonkers,United States,AB-10150,Aimee Bixby,3/5/2018,CA-2018-169061,10701,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,East,Consumer,New York,Accessories,0.00%,$178 ,3,$480 
Technology,New York City,United States,TB-21250,Tim Brockman,10/9/2019,CA-2019-141040,10024,TEC-PH-10001835,Jawbone JAMBOX Wireless Bluetooth Speaker,East,Consumer,New York,Phones,0.00%,$303 ,4,$632 
Technology,Oceanside,United States,DV-13465,Dianna Vittorini,11/9/2019,CA-2019-146486,11572,TEC-AC-10002637,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),East,Consumer,New York,Accessories,0.00%,$54 ,5,$900 
Technology,New York City,United States,MS-17365,Maribeth Schnelling,12/4/2019,CA-2019-130659,10035,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,East,Consumer,New York,Phones,0.00%,$540 ,5,"$1,800 "
Technology,Fairfield,United States,ML-17410,Maris LaWare,11/14/2018,CA-2018-125556,6824,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,East,Consumer,Connecticut,Phones,0.00%,$233 ,7,$833 
Technology,New York City,United States,GW-14605,Giulietta Weimer,9/19/2019,CA-2019-135489,10024,TEC-PH-10000011,PureGear Roll-On Screen Protector,East,Consumer,New York,Phones,0.00%,$134 ,14,$280 
Technology,Philadelphia,United States,SW-20245,Scot Wooten,12/5/2019,CA-2019-101091,19140,TEC-AC-10003280,Belkin F8E887 USB Wired Ergonomic Keyboard,East,Consumer,Pennsylvania,Accessories,20.00%,$1 ,2,$48 
Technology,Philadelphia,United States,GM-14500,Gene McClure,3/26/2019,CA-2019-167374,19140,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",East,Consumer,Pennsylvania,Accessories,20.00%,$5 ,3,$17 
Technology,Philadelphia,United States,LC-17140,Logan Currie,9/9/2018,CA-2018-102869,19140,TEC-AC-10002134,Rosewill 107 Normal Keys USB Wired Standard Keyboard,East,Consumer,Pennsylvania,Accessories,20.00%,($5),6,$65 
Technology,Cleveland,United States,SV-20365,Seth Vernon,1/27/2019,CA-2019-168746,44105,TEC-PH-10002555,Nortel Meridian M5316 Digital phone,East,Consumer,Ohio,Phones,40.00%,($36),1,$155 
Technology,Philadelphia,United States,LC-17140,Logan Currie,9/9/2018,CA-2018-102869,19140,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,East,Consumer,Pennsylvania,Phones,40.00%,($32),1,$136 
Technology,Philadelphia,United States,SF-20200,Sarah Foster,9/26/2019,CA-2019-120341,19143,TEC-PH-10003357,Grandstream GXP2100 Mainstream Business Phone,East,Consumer,Pennsylvania,Phones,40.00%,($9),1,$46 
Technology,Columbus,United States,JK-15730,Joe Kamberova,12/1/2018,CA-2018-150798,43229,TEC-CO-10001571,Sharp 1540cs Digital Laser Copier,East,Consumer,Ohio,Copiers,40.00%,$110 ,2,$660 
Technology,Fairfield,United States,MS-17530,MaryBeth Skach,11/18/2018,CA-2018-133809,45014,TEC-PH-10004875,PNY Rapid USB Car Charger - Black,East,Consumer,Ohio,Phones,40.00%,($2),2,$10 
Technology,Bowling Green,United States,MS-17710,Maurice Satty,8/24/2019,CA-2019-123939,43402,TEC-PH-10000923,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",East,Consumer,Ohio,Phones,40.00%,$4 ,3,$27 
Technology,Philadelphia,United States,MC-17575,Matt Collins,7/9/2019,CA-2019-135314,19120,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,Consumer,Pennsylvania,Phones,40.00%,$40 ,3,$270 
Technology,Cleveland,United States,SV-20365,Seth Vernon,1/27/2019,CA-2019-168746,44105,TEC-PH-10000895,Polycom VVX 310 VoIP phone,East,Consumer,Ohio,Phones,40.00%,($101),4,$432 
Technology,Troy,United States,BP-11230,Benjamin Patterson,4/30/2019,CA-2019-135174,45373,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,East,Consumer,Ohio,Phones,40.00%,($256),5,"$1,023 "
Technology,Springfield,United States,LE-16810,Laurel Elliston,12/16/2018,CA-2018-100706,22153,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,South,Consumer,Virginia,Accessories,0.00%,$8 ,2,$100 
Technology,Jackson,United States,TM-21010,Tamara Manning,4/30/2018,CA-2018-156006,39212,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,South,Consumer,Mississippi,Accessories,0.00%,$16 ,3,$48 
Technology,Columbia,United States,RF-19735,Roland Fjeld,8/6/2018,CA-2018-115357,29203,TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",South,Consumer,South Carolina,Accessories,0.00%,$23 ,3,$63 
Technology,Hampton,United States,RH-19600,Rob Haberlin,11/8/2019,CA-2019-109386,23666,TEC-PH-10002890,AT&T 17929 Lendline Telephone,South,Consumer,Virginia,Phones,0.00%,$59 ,5,$226 
